idInsurance;Type;Date_of_time;idClient
7671;Страхование путешественников;2017-10-23 02:52:23;1671
7672;ОСАГО;2012-12-22 00:06:22;1672
7673;Защита дома;2015-01-14 02:59:14;1673
7674;Ипотечное страхование недвижемости;2015-09-26 03:31:26;1674
7675;Защита от травм;2017-05-15 08:12:15;1675
7676;Страхование финансов;2010-04-12 12:43:12;1676
7677;ОСАГО;2010-01-27 14:42:27;1677
7678;ОСАГО;2016-12-11 08:08:11;1678
7679;Ипотечное страхование недвижемости;2017-03-23 05:16:23;1679
7680;Ипотечное страхование недвижемости;2013-06-20 17:44:20;1680
7681;Ипотечное страхование жизни;2015-05-08 06:39:08;1681
7682;Защита от травм;2013-07-28 09:25:28;1682
7683;Защита любимых вещей;2017-01-17 08:59:17;1683
7684;КАСКО;2011-08-18 05:23:18;1684
7685;Страхование финансов;2012-08-09 11:09:09;1685
7686;Защита дома;2017-04-03 10:32:03;1686
7687;КАСКО;2017-08-21 00:09:21;1687
7688;ОСАГО;2011-12-19 18:49:19;1688
7689;Страхование путешественников;2010-09-15 08:28:15;1689
7690;Ипотечное страхование недвижемости;2011-10-07 01:36:07;1690
7691;КАСКО;2016-12-04 09:26:04;1691
7692;Защита дома;2011-10-23 22:03:23;1692
7693;Защита от травм;2017-08-18 10:40:18;1693
7694;Ипотечное страхование недвижемости;2012-12-30 19:32:30;1694
7695;КАСКО;2013-12-17 09:23:17;1695
7696;Ипотечное страхование недвижемости;2010-08-15 07:58:15;1696
7697;ОСАГО;2012-07-02 01:46:02;1697
7698;Страхование путешественников;2016-12-20 16:11:20;1698
7699;Страхование путешественников;2012-11-30 22:24:30;1699
7700;КАСКО;2013-12-23 10:20:23;1700
7701;Ипотечное страхование недвижемости;2013-07-22 21:36:22;1701
7702;Страхование финансов;2011-10-31 14:14:31;1702
7703;Защита от травм;2011-02-04 12:47:04;1703
7704;Защита любимых вещей;2013-08-05 19:46:05;1704
7705;Страхование путешественников;2010-02-26 09:54:26;1705
7706;Страхование путешественников;2013-11-04 23:15:04;1706
7707;Ипотечное страхование недвижемости;2010-12-03 18:43:03;1707
7708;Страхование финансов;2015-04-18 19:48:18;1708
7709;Страхование путешественников;2014-10-14 10:16:14;1709
7710;Защита дома;2015-05-30 03:42:30;1710
7711;Защита дома;2015-12-12 20:13:12;1711
7712;Защита любимых вещей;2011-01-15 22:48:15;1712
7713;КАСКО;2011-01-24 14:12:24;1713
7714;ОСАГО;2013-01-16 22:53:16;1714
7715;Защита любимых вещей;2010-11-07 23:14:07;1715
7716;Ипотечное страхование недвижемости;2014-11-29 10:03:29;1716
7717;Ипотечное страхование недвижемости;2013-09-22 21:03:22;1717
7718;ОСАГО;2011-05-24 03:02:24;1718
7719;Ипотечное страхование недвижемости;2013-06-05 23:32:05;1719
7720;Страхование путешественников;2011-02-12 15:40:12;1720
7721;Защита дома;2016-08-20 02:02:20;1721
7722;Защита любимых вещей;2011-03-23 21:12:23;1722
7723;ОСАГО;2014-08-09 18:47:09;1723
7724;Защита любимых вещей;2013-12-26 18:41:26;1724
7725;ОСАГО;2012-10-13 08:16:13;1725
7726;Ипотечное страхование жизни;2013-06-07 09:21:07;1726
7727;Защита от травм;2014-06-09 20:33:09;1727
7728;Ипотечное страхование жизни;2015-12-23 02:58:23;1728
7729;Страхование путешественников;2014-04-13 14:44:13;1729
7730;ОСАГО;2015-01-15 06:17:15;1730
7731;Ипотечное страхование жизни;2010-02-05 18:14:05;1731
7732;Защита от травм;2015-09-03 17:18:03;1732
7733;Ипотечное страхование жизни;2016-05-13 04:16:13;1733
7734;Страхование путешественников;2013-03-10 01:43:10;1734
7735;Ипотечное страхование жизни;2015-11-20 15:08:20;1735
7736;Защита дома;2013-10-12 19:18:12;1736
7737;Ипотечное страхование жизни;2017-05-26 03:37:26;1737
7738;Страхование путешественников;2017-02-23 20:13:23;1738
7739;Защита дома;2011-03-26 16:25:26;1739
7740;Страхование путешественников;2017-02-16 07:29:16;1740
7741;Ипотечное страхование недвижемости;2014-11-17 23:24:17;1741
7742;Защита от травм;2012-04-26 13:15:26;1742
7743;Ипотечное страхование недвижемости;2016-09-04 17:07:04;1743
7744;Защита любимых вещей;2010-09-07 09:14:07;1744
7745;Защита от травм;2017-05-28 22:04:28;1745
7746;Защита любимых вещей;2012-03-17 15:07:17;1746
7747;Страхование финансов;2017-11-28 14:10:28;1747
7748;Ипотечное страхование недвижемости;2017-07-07 20:50:07;1748
7749;ОСАГО;2016-09-22 14:00:22;1749
7750;Ипотечное страхование недвижемости;2014-06-22 11:01:22;1750
7751;Страхование путешественников;2017-09-20 18:20:20;1751
7752;Ипотечное страхование жизни;2014-11-02 19:23:02;1752
7753;Ипотечное страхование жизни;2015-09-14 09:25:14;1753
7754;Защита от травм;2012-11-16 21:03:16;1754
7755;Страхование финансов;2016-01-16 18:19:16;1755
7756;Ипотечное страхование недвижемости;2017-12-24 22:56:24;1756
7757;Страхование финансов;2016-04-26 02:25:26;1757
7758;Защита от травм;2017-04-24 16:08:24;1758
7759;ОСАГО;2013-12-03 16:39:03;1759
7760;Страхование путешественников;2012-05-28 06:21:28;1760
7761;КАСКО;2015-09-10 07:00:10;1761
7762;Защита от травм;2017-10-20 02:07:20;1762
7763;КАСКО;2017-07-14 17:45:14;1763
7764;Страхование путешественников;2013-09-08 09:23:08;1764
7765;Ипотечное страхование жизни;2010-01-22 21:00:22;1765
7766;Страхование финансов;2012-06-29 07:42:29;1766
7767;Страхование путешественников;2010-03-09 15:54:09;1767
7768;ОСАГО;2015-07-16 04:42:16;1768
7769;Страхование путешественников;2014-10-14 14:09:14;1769
7770;Ипотечное страхование недвижемости;2011-08-26 00:26:26;1770
7771;Страхование финансов;2012-04-18 07:17:18;1771
7772;Защита дома;2017-10-14 05:47:14;1772
7773;Страхование путешественников;2012-05-10 12:05:10;1773
7774;Страхование финансов;2017-09-01 18:47:01;1774
7775;Ипотечное страхование жизни;2013-06-02 01:56:02;1775
7776;Страхование финансов;2014-05-24 07:02:24;1776
7777;Страхование путешественников;2012-05-21 12:14:21;1777
7778;ОСАГО;2013-01-26 16:04:26;1778
7779;Защита любимых вещей;2016-03-24 11:46:24;1779
7780;ОСАГО;2013-06-10 19:43:10;1780
7781;Защита любимых вещей;2015-08-12 20:00:12;1781
7782;Защита от травм;2012-07-01 16:30:01;1782
7783;Защита от травм;2016-07-10 14:35:10;1783
7784;Ипотечное страхование жизни;2017-02-16 11:58:16;1784
7785;Страхование путешественников;2017-11-24 12:36:24;1785
7786;ОСАГО;2010-09-22 07:08:22;1786
7787;КАСКО;2015-03-28 14:02:28;1787
7788;Ипотечное страхование жизни;2017-10-18 16:48:18;1788
7789;Защита от травм;2014-03-28 23:07:28;1789
7790;Ипотечное страхование недвижемости;2010-08-22 21:56:22;1790
7791;ОСАГО;2014-06-01 03:41:01;1791
7792;ОСАГО;2017-11-25 00:05:25;1792
7793;Ипотечное страхование недвижемости;2010-09-26 08:34:26;1793
7794;Защита от травм;2011-04-07 09:43:07;1794
7795;Защита от травм;2013-03-26 02:57:26;1795
7796;КАСКО;2010-01-09 16:35:09;1796
7797;Защита дома;2012-08-20 05:47:20;1797
7798;Защита любимых вещей;2011-09-29 14:10:29;1798
7799;КАСКО;2011-12-29 21:06:29;1799
7800;Ипотечное страхование жизни;2012-11-12 05:58:12;1800
7801;Защита от травм;2012-04-19 23:29:19;1801
7802;Страхование финансов;2015-05-07 17:54:07;1802
7803;Страхование путешественников;2016-02-13 21:20:13;1803
7804;Страхование финансов;2011-04-08 20:42:08;1804
7805;Защита дома;2017-03-19 06:19:19;1805
7806;Страхование путешественников;2017-06-19 02:19:19;1806
7807;Ипотечное страхование недвижемости;2016-03-01 04:41:01;1807
7808;Защита любимых вещей;2016-03-05 22:13:05;1808
7809;Ипотечное страхование недвижемости;2013-12-30 14:43:30;1809
7810;ОСАГО;2017-08-17 07:47:17;1810
7811;Защита дома;2015-10-21 22:03:21;1811
7812;Ипотечное страхование недвижемости;2012-09-07 12:44:07;1812
7813;Защита дома;2012-05-19 21:04:19;1813
7814;КАСКО;2015-06-21 01:28:21;1814
7815;Защита любимых вещей;2011-11-02 18:15:02;1815
7816;Страхование путешественников;2011-12-30 23:25:30;1816
7817;Ипотечное страхование жизни;2017-03-25 17:35:25;1817
7818;ОСАГО;2014-10-07 09:28:07;1818
7819;Защита любимых вещей;2014-03-11 11:56:11;1819
7820;Защита любимых вещей;2015-06-09 06:16:09;1820
7821;Ипотечное страхование жизни;2016-07-15 04:23:15;1821
7822;Страхование путешественников;2011-05-30 08:43:30;1822
7823;КАСКО;2017-11-30 11:39:30;1823
7824;Защита дома;2010-06-22 14:11:22;1824
7825;КАСКО;2017-05-30 01:26:30;1825
7826;Ипотечное страхование жизни;2013-06-02 11:02:02;1826
7827;Страхование финансов;2015-03-10 03:49:10;1827
7828;Ипотечное страхование жизни;2014-09-05 20:55:05;1828
7829;Защита от травм;2010-02-04 12:37:04;1829
7830;Защита от травм;2012-12-08 03:08:08;1830
7831;Ипотечное страхование недвижемости;2015-04-23 12:44:23;1831
7832;Ипотечное страхование недвижемости;2015-10-06 05:06:06;1832
7833;Ипотечное страхование недвижемости;2011-12-13 13:38:13;1833
7834;Защита любимых вещей;2014-03-28 06:36:28;1834
7835;Страхование финансов;2016-09-13 16:34:13;1835
7836;КАСКО;2015-07-25 10:15:25;1836
7837;Ипотечное страхование недвижемости;2015-06-16 12:06:16;1837
7838;Страхование путешественников;2013-09-17 17:51:17;1838
7839;КАСКО;2010-12-02 07:21:02;1839
7840;Ипотечное страхование недвижемости;2010-01-12 12:45:12;1840
7841;Защита от травм;2016-03-28 11:30:28;1841
7842;Ипотечное страхование недвижемости;2011-11-18 20:14:18;1842
7843;Ипотечное страхование жизни;2010-08-21 03:01:21;1843
7844;Защита от травм;2017-04-01 05:52:01;1844
7845;Ипотечное страхование недвижемости;2017-01-11 23:11:11;1845
7846;КАСКО;2017-05-22 19:56:22;1846
7847;Ипотечное страхование недвижемости;2013-08-28 11:21:28;1847
7848;Страхование финансов;2017-06-05 11:44:05;1848
7849;ОСАГО;2015-09-11 06:23:11;1849
7850;Страхование путешественников;2011-01-03 10:02:03;1850
7851;Ипотечное страхование недвижемости;2014-11-25 18:00:25;1851
7852;КАСКО;2012-11-23 21:22:23;1852
7853;КАСКО;2017-03-22 00:12:22;1853
7854;ОСАГО;2013-08-16 06:29:16;1854
7855;Защита от травм;2010-06-05 22:33:05;1855
7856;ОСАГО;2016-02-09 06:39:09;1856
7857;Ипотечное страхование недвижемости;2013-09-21 15:37:21;1857
7858;Ипотечное страхование жизни;2010-04-08 12:06:08;1858
7859;ОСАГО;2017-05-26 02:23:26;1859
7860;Защита дома;2013-08-27 04:21:27;1860
7861;Защита любимых вещей;2012-06-08 23:30:08;1861
7862;КАСКО;2010-01-29 04:36:29;1862
7863;Страхование финансов;2014-02-17 20:48:17;1863
7864;Защита любимых вещей;2010-03-27 08:06:27;1864
7865;Ипотечное страхование жизни;2015-09-23 14:35:23;1865
7866;ОСАГО;2010-04-29 20:32:29;1866
7867;Ипотечное страхование недвижемости;2016-01-15 22:59:15;1867
7868;Защита дома;2016-09-05 04:24:05;1868
7869;Защита дома;2017-01-30 11:26:30;1869
7870;Защита любимых вещей;2016-05-26 23:22:26;1870
7871;Защита любимых вещей;2015-09-06 15:58:06;1871
7872;Защита дома;2013-12-15 08:39:15;1872
7873;ОСАГО;2013-02-11 08:35:11;1873
7874;Защита любимых вещей;2013-10-30 11:25:30;1874
7875;Ипотечное страхование жизни;2010-09-24 08:40:24;1875
7876;ОСАГО;2013-02-19 05:07:19;1876
7877;Защита дома;2015-07-25 08:21:25;1877
7878;Защита от травм;2012-04-02 05:53:02;1878
7879;Защита любимых вещей;2015-12-25 23:52:25;1879
7880;Страхование путешественников;2011-06-07 06:55:07;1880
7881;Страхование путешественников;2015-04-17 08:58:17;1881
7882;ОСАГО;2017-06-09 14:51:09;1882
7883;Защита дома;2011-05-16 14:16:16;1883
7884;Страхование финансов;2012-03-04 20:05:04;1884
7885;Страхование финансов;2010-04-16 16:34:16;1885
7886;Страхование путешественников;2011-04-16 21:15:16;1886
7887;Ипотечное страхование жизни;2017-12-09 18:22:09;1887
7888;Защита любимых вещей;2012-10-26 07:30:26;1888
7889;Страхование путешественников;2017-08-30 09:07:30;1889
7890;Защита любимых вещей;2011-10-25 18:55:25;1890
7891;Страхование финансов;2013-11-14 04:37:14;1891
7892;Защита любимых вещей;2016-12-12 20:54:12;1892
7893;Защита любимых вещей;2013-08-30 20:27:30;1893
7894;Защита дома;2013-02-28 00:33:28;1894
7895;Защита от травм;2010-06-18 03:18:18;1895
7896;Ипотечное страхование жизни;2014-04-10 20:58:10;1896
7897;ОСАГО;2017-08-21 08:19:21;1897
7898;Защита дома;2013-08-09 17:43:09;1898
7899;КАСКО;2016-02-20 22:35:20;1899
7900;Ипотечное страхование жизни;2016-08-14 09:10:14;1900
7901;Страхование путешественников;2016-02-02 10:20:02;1901
7902;Ипотечное страхование недвижемости;2011-07-15 00:53:15;1902
7903;Защита любимых вещей;2016-06-13 12:30:13;1903
7904;Страхование финансов;2013-12-13 15:56:13;1904
7905;Ипотечное страхование недвижемости;2014-08-16 11:58:16;1905
7906;Защита от травм;2017-06-21 11:21:21;1906
7907;Страхование путешественников;2010-01-29 20:59:29;1907
7908;Защита любимых вещей;2010-05-06 16:29:06;1908
7909;КАСКО;2017-12-23 06:34:23;1909
7910;Защита дома;2010-01-22 13:20:22;1910
7911;Ипотечное страхование недвижемости;2012-10-25 13:50:25;1911
7912;Защита любимых вещей;2012-01-03 14:58:03;1912
7913;Ипотечное страхование жизни;2010-01-09 07:23:09;1913
7914;Защита любимых вещей;2012-01-26 05:54:26;1914
7915;Защита дома;2013-08-06 06:41:06;1915
7916;ОСАГО;2015-04-10 08:25:10;1916
7917;Ипотечное страхование жизни;2013-09-26 11:30:26;1917
7918;Защита любимых вещей;2014-05-24 11:00:24;1918
7919;Ипотечное страхование недвижемости;2010-06-19 05:07:19;1919
7920;Страхование финансов;2010-08-07 22:42:07;1920
7921;Страхование финансов;2015-03-29 11:54:29;1921
7922;Ипотечное страхование жизни;2012-01-21 13:28:21;1922
7923;Ипотечное страхование недвижемости;2014-08-07 16:32:07;1923
7924;Страхование финансов;2010-07-26 04:35:26;1924
7925;Защита от травм;2015-10-08 09:27:08;1925
7926;Защита любимых вещей;2016-03-11 20:59:11;1926
7927;Ипотечное страхование жизни;2014-04-20 14:13:20;1927
7928;КАСКО;2013-11-18 01:42:18;1928
7929;Страхование финансов;2011-09-08 00:53:08;1929
7930;Защита любимых вещей;2010-01-31 04:09:31;1930
7931;Ипотечное страхование недвижемости;2010-12-29 21:21:29;1931
7932;ОСАГО;2017-05-18 06:34:18;1932
7933;КАСКО;2014-06-25 14:47:25;1933
7934;ОСАГО;2017-02-10 04:23:10;1934
7935;Защита любимых вещей;2015-03-25 02:58:25;1935
7936;Защита от травм;2012-01-06 16:34:06;1936
7937;Защита дома;2014-10-07 03:40:07;1937
7938;ОСАГО;2016-10-22 02:01:22;1938
7939;Защита дома;2010-09-08 22:00:08;1939
7940;Страхование финансов;2010-11-14 21:58:14;1940
7941;Защита любимых вещей;2010-04-13 23:51:13;1941
7942;Страхование путешественников;2012-10-24 00:16:24;1942
7943;Защита любимых вещей;2014-02-28 11:13:28;1943
7944;Страхование путешественников;2013-02-24 17:54:24;1944
7945;Ипотечное страхование жизни;2017-11-18 07:35:18;1945
7946;Защита дома;2012-11-22 13:12:22;1946
7947;Ипотечное страхование жизни;2015-07-31 01:18:31;1947
7948;Защита дома;2016-03-10 16:22:10;1948
7949;Ипотечное страхование жизни;2013-07-27 14:58:27;1949
7950;Страхование финансов;2016-12-11 05:45:11;1950
7951;КАСКО;2013-12-30 12:48:30;1951
7952;ОСАГО;2011-06-13 10:16:13;1952
7953;Защита дома;2016-06-12 06:00:12;1953
7954;Защита дома;2012-12-27 01:46:27;1954
7955;Ипотечное страхование недвижемости;2013-08-02 20:08:02;1955
7956;Страхование путешественников;2012-07-02 09:22:02;1956
7957;Защита от травм;2012-10-04 20:30:04;1957
7958;Страхование путешественников;2013-03-03 23:55:03;1958
7959;Защита от травм;2011-08-25 11:34:25;1959
7960;Защита от травм;2011-01-23 04:18:23;1960
7961;Ипотечное страхование жизни;2015-11-12 22:14:12;1961
7962;Страхование финансов;2017-10-02 09:49:02;1962
7963;КАСКО;2010-08-10 01:18:10;1963
7964;Ипотечное страхование недвижемости;2012-12-16 02:34:16;1964
7965;Ипотечное страхование жизни;2014-04-03 06:48:03;1965
7966;Защита дома;2011-02-21 15:53:21;1966
7967;Ипотечное страхование жизни;2014-01-06 17:22:06;1967
7968;Защита дома;2010-02-24 16:34:24;1968
7969;Страхование финансов;2015-07-17 13:39:17;1969
7970;Страхование путешественников;2013-11-04 13:26:04;1970
7971;Защита от травм;2014-07-20 17:41:20;1971
7972;Ипотечное страхование жизни;2016-09-17 03:34:17;1972
7973;Ипотечное страхование жизни;2010-06-18 18:11:18;1973
7974;Страхование финансов;2014-07-06 20:42:06;1974
7975;ОСАГО;2014-01-04 22:02:04;1975
7976;КАСКО;2016-11-11 21:41:11;1976
7977;Страхование путешественников;2016-11-17 15:36:17;1977
7978;Ипотечное страхование недвижемости;2013-11-30 18:44:30;1978
7979;Защита от травм;2011-04-28 04:06:28;1979
7980;Страхование путешественников;2016-12-05 01:56:05;1980
7981;Ипотечное страхование жизни;2011-10-14 09:00:14;1981
7982;Страхование финансов;2012-12-10 11:30:10;1982
7983;Страхование путешественников;2014-07-15 23:25:15;1983
7984;Защита дома;2017-05-14 00:13:14;1984
7985;Ипотечное страхование жизни;2015-04-16 21:24:16;1985
7986;КАСКО;2016-08-14 13:48:14;1986
7987;Защита дома;2012-10-30 21:24:30;1987
7988;Страхование финансов;2016-10-03 17:17:03;1988
7989;Страхование путешественников;2014-08-19 11:37:19;1989
7990;Ипотечное страхование жизни;2014-02-02 15:21:02;1990
7991;Защита любимых вещей;2012-07-02 01:21:02;1991
7992;Ипотечное страхование недвижемости;2015-10-23 10:46:23;1992
7993;Страхование финансов;2016-03-05 06:24:05;1993
7994;ОСАГО;2014-08-15 16:43:15;1994
7995;Страхование путешественников;2016-12-22 16:26:22;1995
7996;Защита от травм;2013-05-10 03:12:10;1996
7997;Защита любимых вещей;2017-05-30 16:21:30;1997
7998;ОСАГО;2011-08-11 17:22:11;1998
7999;Ипотечное страхование жизни;2014-10-23 13:41:23;1999
8000;Страхование финансов;2010-05-10 21:57:10;2000
